Vehicle Type,Avg VTAT,Avg CTAT,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method
Auto,8.3,29.1,716.0,19.6,4.4,4.3,3
Go Mini,3.8,41.9,380.0,36.74,4.5,4.9,3
Go Mini,10.3,33.7,743.0,2.51,4.3,4.1,3
Go Mini,12.9,23.9,1591.0,43.5,4.3,4.4,4
Bike,9.0,39.5,130.0,12.15,5.0,4.5,3
Go Sedan,5.1,36.0,905.0,44.49,4.6,5.0,4
Go Mini,10.4,16.2,749.0,32.39,4.5,4.8,1
Bike,9.1,33.0,860.0,42.76,4.3,4.6,4
Premier Sedan,2.1,19.1,489.0,18.0,4.2,4.2,4
Auto,2.5,25.1,79.0,36.18,3.1,4.6,3
Auto,3.2,27.6,325.0,28.59,4.4,4.6,3
Go Mini,6.4,22.2,1284.0,22.28,4.6,4.8,3
Auto,8.3,23.7,387.0,26.57,4.3,4.5,0
Auto,10.6,17.6,793.0,24.68,4.6,4.6,3
Auto,9.0,16.3,112.0,25.93,4.1,4.3,3
Go Sedan,9.4,23.5,68.0,5.98,4.3,4.9,3
Auto,9.2,40.4,166.0,45.34,4.3,4.6,3
Bike,5.6,25.3,818.0,11.72,4.6,4.3,0
Go Mini,6.5,39.2,1807.0,30.97,4.1,4.3,3
Go Sedan,7.9,20.3,323.0,3.94,3.4,4.2,0
Go Mini,3.5,25.4,386.0,22.76,4.6,4.2,3
Go Mini,8.7,15.9,193.0,27.05,4.4,4.5,0
Auto,10.9,37.3,206.0,32.03,3.8,4.4,0
Auto,8.3,15.1,1066.0,31.65,4.5,4.7,3
Auto,5.3,24.3,137.0,32.57,4.3,4.2,0
Auto,4.5,26.9,503.0,23.08,4.2,4.9,4
Go Mini,11.1,40.9,910.0,5.97,4.2,4.6,3
Uber XL,3.5,37.1,364.0,22.04,3.8,3.4,4
Auto,4.8,40.6,217.0,46.12,4.6,4.7,3
Premier Sedan,9.1,17.2,1941.0,20.78,3.8,4.2,1
Go Sedan,6.3,15.1,206.0,9.88,4.2,4.8,3
Go Mini,4.3,36.8,468.0,4.16,4.1,4.2,3
Go Mini,9.2,30.0,220.0,35.78,3.2,4.9,2
Auto,3.2,19.1,157.0,35.03,4.1,4.6,0
Go Sedan,3.1,43.6,427.0,31.95,4.3,3.1,0
Auto,3.8,17.5,830.0,34.77,4.6,4.2,0
Go Mini,4.1,41.8,1119.0,35.59,4.3,4.1,0
Premier Sedan,10.7,21.9,315.0,18.84,4.9,4.1,3
Go Mini,2.3,22.9,1486.0,5.47,4.1,4.6,3
eBike,13.7,37.8,584.0,3.15,3.7,4.2,3
Auto,3.5,32.8,111.0,32.74,3.6,4.5,0
Premier Sedan,12.8,28.7,468.0,34.23,4.5,4.8,0
Go Sedan,4.0,27.8,618.0,17.56,3.4,4.4,1
Bike,11.1,38.4,63.0,17.48,3.8,4.7,3
Premier Sedan,8.8,38.1,343.0,34.83,3.8,5.0,3
Go Mini,2.7,15.3,321.0,9.23,4.3,4.7,1
Auto,11.0,37.5,579.0,35.5,4.4,4.2,3
Bike,3.7,19.4,191.0,2.82,4.5,4.3,3
Go Sedan,11.7,39.7,827.0,24.83,4.6,4.4,3
Go Sedan,10.9,23.9,164.0,38.13,4.2,4.9,2
Go Mini,13.5,30.9,463.0,13.79,4.1,4.5,3
Go Mini,7.9,41.8,285.0,10.55,4.3,4.3,3
Bike,2.9,38.0,433.0,35.99,4.8,4.6,1
Go Mini,9.4,42.1,326.0,44.78,5.0,5.0,4
Go Sedan,7.0,23.7,529.0,34.46,4.4,4.7,3
eBike,2.6,27.1,95.0,8.79,3.9,5.0,1
Premier Sedan,2.2,33.1,484.0,27.69,3.7,4.7,3
Auto,5.9,40.0,351.0,4.34,4.3,4.4,3
Premier Sedan,14.9,27.7,330.0,37.34,4.4,5.0,0
Bike,8.5,17.4,255.0,45.38,4.3,4.9,0
Auto,7.6,40.5,324.0,37.8,3.8,3.9,0
Auto,4.9,24.8,247.0,35.98,4.4,3.6,4
Auto,7.7,42.8,133.0,38.0,4.4,4.7,4
Auto,14.1,37.4,53.0,7.92,4.1,4.1,4
Premier Sedan,7.0,28.1,293.0,17.95,3.8,4.6,3
Go Sedan,3.7,32.7,277.0,8.11,4.6,4.9,4
Auto,4.5,32.3,493.0,31.87,4.9,4.9,0
Uber XL,10.8,44.3,179.0,3.97,4.4,4.5,3
Auto,7.2,27.6,835.0,37.94,3.5,4.2,1
Go Mini,14.4,18.3,948.0,26.18,4.2,3.6,2
Go Sedan,7.7,23.6,844.0,43.05,3.8,4.6,2
Bike,10.7,15.1,301.0,49.1,4.2,4.7,3
Auto,11.1,19.3,659.0,14.21,4.3,4.7,0
Auto,6.1,25.9,466.0,27.19,4.3,4.9,2
Go Mini,11.0,15.6,1162.0,3.9,4.2,5.0,1
Bike,11.5,32.9,973.0,19.06,3.7,4.1,4
Go Mini,9.1,19.3,390.0,39.75,3.4,4.6,4
Uber XL,6.3,30.6,405.0,4.36,4.0,5.0,3
Go Mini,7.7,19.5,93.0,46.78,4.6,3.0,4
eBike,5.5,40.3,1201.0,49.59,4.3,4.7,3
Premier Sedan,11.1,23.0,151.0,39.29,4.9,4.1,1
Auto,10.0,35.2,265.0,31.84,3.9,3.9,3
Auto,4.7,25.8,1105.0,32.03,3.9,5.0,2
Auto,12.6,26.9,156.0,33.08,4.1,3.1,4
Go Mini,12.2,22.7,706.0,48.88,4.2,4.9,3
Go Mini,9.4,39.5,972.0,32.86,4.7,4.8,2
Auto,13.3,30.1,279.0,30.98,3.9,4.7,4
Auto,7.9,32.1,851.0,6.96,4.6,4.3,4
Auto,9.7,17.3,181.0,15.27,4.7,4.7,1
Auto,10.7,17.6,543.0,47.43,4.6,4.3,3
Auto,10.3,29.0,380.0,18.63,4.2,4.5,2
Go Mini,12.4,27.0,552.0,5.51,4.3,4.2,4
Bike,13.1,39.2,231.0,17.59,4.6,4.3,3
Go Sedan,13.3,43.5,254.0,13.03,4.6,4.6,0
Go Mini,7.9,32.0,449.0,12.89,4.6,4.9,0
Go Sedan,6.6,33.4,122.0,36.89,4.1,3.2,0
Go Mini,6.1,37.1,262.0,45.07,3.8,4.9,0
Go Sedan,7.5,42.2,100.0,40.38,3.8,4.9,0
Go Sedan,11.3,25.3,193.0,4.91,4.2,4.4,3
Auto,14.5,34.0,770.0,19.54,3.4,4.9,0
Go Mini,3.5,44.4,397.0,49.82,3.9,4.6,1
Go Sedan,6.3,44.3,310.0,30.88,4.6,3.7,3
Go Sedan,6.5,40.9,932.0,9.67,4.1,4.6,2
eBike,14.7,27.4,988.0,30.92,3.0,4.9,2
Auto,7.7,38.5,485.0,14.74,4.8,4.3,3
Auto,4.3,33.7,1636.0,4.35,4.0,4.5,3
Premier Sedan,7.8,18.5,298.0,28.35,4.5,3.2,3
Premier Sedan,4.8,26.6,220.0,44.55,4.3,4.2,1
Bike,11.7,38.8,468.0,26.56,4.8,5.0,2
Bike,11.6,23.9,137.0,21.73,4.5,4.6,4
Premier Sedan,12.2,25.3,353.0,9.0,4.2,4.2,3
Go Mini,3.8,44.1,1989.0,4.89,4.0,5.0,3
Auto,4.3,34.6,308.0,4.62,4.6,4.9,3
Bike,11.9,37.6,327.0,34.36,4.2,4.3,1
Auto,5.6,15.3,189.0,12.78,4.6,4.6,3
Premier Sedan,4.9,41.2,926.0,35.74,3.9,5.0,3
Go Sedan,13.4,43.9,86.0,24.59,5.0,4.6,3
Auto,8.0,44.7,112.0,3.24,4.8,4.4,4
Auto,9.0,19.2,1450.0,49.19,4.6,4.3,2
Auto,8.8,29.0,483.0,39.94,3.2,4.6,0
Premier Sedan,2.2,15.3,495.0,32.35,4.3,4.9,3
eBike,12.2,17.5,254.0,26.66,4.5,4.3,3
Auto,5.5,30.0,168.0,5.53,4.3,4.9,0
Go Mini,5.4,43.1,205.0,18.12,4.5,4.3,0
Bike,7.2,20.0,335.0,23.36,4.0,5.0,3
Auto,14.6,22.1,492.0,49.13,3.7,4.2,0
Auto,7.2,18.7,303.0,43.83,4.3,4.8,0
Premier Sedan,7.2,44.9,998.0,27.28,4.5,4.7,2
Bike,10.9,39.1,362.0,36.46,4.1,4.4,2
Go Sedan,9.8,44.8,831.0,17.09,3.7,4.6,1
Bike,14.6,32.0,83.0,45.89,4.4,4.2,3
Premier Sedan,12.7,43.5,60.0,26.6,4.1,4.5,1
Auto,9.3,41.1,393.0,41.95,4.3,4.0,3
Premier Sedan,9.5,22.0,439.0,2.38,4.3,4.4,2
Premier Sedan,4.2,36.4,988.0,30.29,4.3,5.0,3
eBike,6.8,17.0,740.0,21.75,4.6,3.6,1
Go Sedan,5.8,24.7,869.0,3.55,4.7,4.2,3
eBike,11.3,42.8,401.0,10.77,4.2,4.8,3
Uber XL,14.7,35.8,192.0,29.56,4.2,3.4,0
Go Sedan,6.3,32.1,602.0,46.0,4.3,4.2,1
Premier Sedan,13.7,23.2,77.0,26.65,3.9,4.2,3
Auto,10.6,18.6,444.0,9.24,4.0,4.6,0
Bike,11.1,29.2,294.0,19.41,4.1,4.9,0
Auto,4.1,31.3,609.0,33.01,4.6,4.9,3
Go Mini,10.4,24.5,395.0,19.26,4.8,4.4,2
Go Mini,7.5,22.7,870.0,14.98,4.3,4.2,1
Premier Sedan,8.0,20.2,162.0,40.8,4.2,3.7,0
Go Mini,13.2,17.7,1110.0,38.75,4.0,4.7,0
Bike,5.9,22.9,429.0,44.71,4.2,5.0,1
Go Sedan,2.3,34.8,273.0,13.98,3.1,4.6,0
Go Sedan,12.7,33.0,516.0,8.38,4.1,4.2,3
Go Sedan,3.2,39.8,889.0,21.25,4.3,4.2,3
Auto,12.3,26.0,2114.0,37.42,3.7,4.8,1
Auto,13.2,39.7,502.0,40.74,4.2,4.9,3
eBike,9.5,24.6,252.0,28.58,4.2,3.5,0
Uber XL,13.9,33.0,920.0,10.12,3.1,4.5,0
Bike,5.2,20.2,629.0,44.03,4.6,3.3,0
Go Sedan,8.5,15.9,80.0,27.51,4.6,3.5,4
Go Sedan,4.7,33.6,239.0,14.8,3.9,4.2,3
Bike,14.1,31.5,595.0,49.03,4.3,4.6,0
Auto,14.8,41.2,162.0,24.44,4.6,4.8,2
Auto,7.5,28.0,456.0,36.99,4.3,4.5,0
Auto,13.3,20.5,429.0,45.49,5.0,4.2,3
Auto,12.1,33.4,438.0,47.17,4.3,4.2,3
Premier Sedan,7.3,18.5,298.0,7.6,3.8,4.8,0
Go Sedan,6.5,41.6,798.0,20.33,4.2,4.8,2
eBike,7.0,22.0,314.0,48.57,4.3,4.2,4
Premier Sedan,5.2,25.2,866.0,43.46,5.0,3.9,0
Auto,3.2,32.0,2292.0,41.76,4.6,4.9,3
Premier Sedan,3.1,24.5,173.0,40.83,4.6,3.8,3
Go Sedan,11.2,38.7,197.0,40.73,4.2,3.8,3
eBike,3.1,44.6,853.0,18.18,4.6,4.2,1
Bike,14.6,26.5,481.0,46.52,4.4,4.5,0
Premier Sedan,12.5,27.2,989.0,47.81,4.2,4.9,0
Go Sedan,2.4,26.8,184.0,20.0,5.0,4.9,2
Go Sedan,2.5,36.3,179.0,37.92,3.6,4.2,3
Go Mini,3.0,27.3,425.0,35.82,4.2,4.5,4
Go Mini,7.8,32.5,961.0,12.48,4.9,4.1,0
Go Sedan,9.6,41.9,259.0,24.9,4.3,4.2,0
Bike,13.1,25.3,1993.0,37.83,4.2,4.6,0
eBike,10.9,15.5,580.0,19.06,4.7,4.0,2
Go Mini,4.7,27.3,151.0,19.5,3.6,4.7,0
Go Sedan,9.3,29.3,763.0,17.15,4.4,4.4,3
Go Mini,7.8,15.7,371.0,5.16,4.1,4.3,0
Auto,13.4,18.9,702.0,19.11,3.6,4.4,0
Bike,8.5,39.0,142.0,24.52,4.7,4.8,3
Bike,11.4,26.7,369.0,22.51,4.3,4.3,2
Auto,9.4,19.2,575.0,23.78,4.1,4.2,3
eBike,4.7,30.1,318.0,13.26,4.1,4.2,3
eBike,10.2,24.6,309.0,27.03,4.3,4.4,3
Go Sedan,5.4,15.8,216.0,17.48,3.8,3.7,3
eBike,11.5,29.0,282.0,23.2,4.3,4.7,4
Uber XL,12.9,35.4,142.0,16.98,4.3,4.2,0
Go Mini,14.2,32.7,531.0,9.44,3.7,4.2,3
Auto,12.5,30.9,216.0,45.3,4.8,4.1,0
Auto,7.9,25.9,971.0,7.8,5.0,5.0,4
Auto,5.2,16.9,1414.0,48.92,4.3,4.4,3
Bike,4.8,37.1,837.0,18.78,3.9,4.9,3
Go Sedan,12.9,26.3,228.0,32.61,4.4,4.3,0
Go Mini,2.3,38.6,633.0,28.61,4.5,4.3,3
Premier Sedan,8.7,38.3,138.0,26.62,4.3,4.3,4
Auto,9.3,27.4,348.0,16.83,4.6,5.0,0
Go Sedan,9.9,23.5,533.0,33.42,4.2,4.7,3
Go Mini,4.5,22.7,86.0,26.34,4.4,4.3,4
Go Sedan,5.8,38.3,1265.0,10.83,4.6,3.3,4
Uber XL,3.7,15.0,603.0,18.64,4.1,4.6,1
eBike,13.3,26.1,60.0,27.88,5.0,3.3,0
Go Sedan,2.9,44.0,409.0,15.69,4.5,4.4,4
Go Sedan,7.9,25.3,1599.0,25.41,4.2,4.0,3
Go Sedan,8.8,36.4,192.0,46.41,4.1,4.1,0
Auto,10.1,31.5,878.0,41.77,4.9,4.9,0
Bike,4.7,35.4,403.0,29.04,4.7,4.3,3
Auto,9.8,23.2,824.0,32.15,4.7,4.3,3
Bike,8.0,19.2,201.0,33.14,4.7,4.6,3
Go Sedan,13.2,22.0,579.0,9.91,4.6,3.8,3
Go Sedan,9.1,40.9,290.0,47.22,4.5,4.1,3
Go Sedan,8.3,29.5,487.0,29.2,3.8,4.7,1
Go Sedan,8.3,21.8,510.0,22.73,4.2,3.8,3
Go Mini,12.4,31.0,549.0,49.99,4.2,4.9,2
Go Sedan,10.8,15.9,111.0,4.29,3.8,4.8,0
Go Mini,5.4,25.2,461.0,44.81,4.3,4.3,0
Go Mini,3.2,17.8,876.0,9.61,4.4,4.3,2
Auto,4.6,39.1,883.0,32.96,3.8,4.1,3
Auto,4.8,37.9,285.0,39.15,4.6,4.5,3
eBike,4.5,35.7,371.0,34.03,4.4,4.6,3
Auto,11.4,17.1,394.0,16.07,4.0,4.3,3
Auto,13.3,27.2,747.0,45.52,4.2,4.6,2
Premier Sedan,2.2,43.8,809.0,14.93,4.3,4.4,3
Go Mini,12.4,43.2,214.0,46.83,4.5,4.8,3
Go Sedan,9.1,39.0,3057.0,24.53,4.4,3.4,3
Premier Sedan,8.4,41.9,1122.0,44.46,4.9,4.6,3
Go Mini,6.2,19.1,1336.0,35.09,3.8,4.9,0
Go Sedan,10.8,21.2,76.0,6.38,4.6,4.2,0
Bike,4.4,31.8,446.0,33.77,4.7,4.8,3
Go Sedan,6.2,20.7,451.0,40.11,3.7,4.7,2
eBike,4.5,28.4,395.0,21.83,4.8,4.4,3
Auto,5.7,29.1,1138.0,49.06,3.7,4.3,3
Premier Sedan,14.5,22.9,399.0,15.15,4.6,3.1,3
Go Sedan,3.8,44.6,172.0,25.72,4.2,4.3,3
Go Sedan,6.1,18.5,2363.0,23.16,4.6,4.3,3
Bike,10.7,42.0,364.0,33.53,4.5,4.1,1
Auto,7.6,29.8,508.0,42.94,4.3,4.9,3
Go Sedan,10.4,44.1,1294.0,35.95,4.4,4.6,2
Bike,3.1,30.9,439.0,15.48,4.6,4.3,3
Premier Sedan,10.8,34.9,179.0,7.18,3.7,4.9,3
Premier Sedan,12.4,41.2,498.0,28.83,4.7,4.2,0
Auto,12.0,41.6,724.0,21.85,4.9,4.2,3
Go Sedan,11.8,36.5,678.0,49.04,4.9,4.3,3
Go Sedan,6.3,16.3,221.0,12.04,4.2,3.5,1
Go Mini,12.8,23.3,145.0,21.39,4.6,4.4,3
Go Sedan,10.0,44.3,1140.0,7.5,4.6,4.2,0
Auto,12.3,41.2,274.0,5.85,3.7,4.9,2
Auto,4.0,24.5,963.0,4.44,4.7,4.2,3
Go Sedan,11.1,44.7,417.0,43.04,3.8,5.0,4
Go Mini,13.0,27.0,955.0,16.85,4.4,4.8,3
Bike,5.6,41.7,131.0,18.78,3.1,4.6,3
Go Mini,14.1,16.4,329.0,15.01,4.3,4.9,2
Premier Sedan,5.8,20.0,502.0,11.02,4.6,4.4,3
Auto,8.4,29.2,762.0,44.76,4.5,4.3,3
Go Mini,4.0,40.0,889.0,48.24,4.3,3.5,3
eBike,10.0,33.7,720.0,25.95,3.7,4.9,4
Go Mini,12.9,22.8,322.0,23.68,3.3,4.7,3
Auto,8.2,30.3,201.0,30.85,4.1,3.9,0
Go Sedan,8.5,44.1,420.0,33.96,4.6,3.7,3
Go Mini,10.2,36.6,643.0,18.77,3.4,4.8,0
eBike,12.0,21.3,847.0,3.34,3.6,3.3,4
Bike,7.1,29.8,851.0,12.9,3.7,4.8,4
Go Sedan,9.6,33.1,79.0,37.24,3.6,3.2,0
Auto,14.1,42.2,304.0,4.98,3.9,4.6,4
Auto,11.0,16.6,602.0,22.75,4.5,4.2,1
Bike,6.1,41.5,76.0,49.64,3.3,4.9,4
Premier Sedan,5.1,27.0,282.0,36.66,3.3,3.7,0
Premier Sedan,13.9,34.8,238.0,43.37,3.2,4.3,4
Bike,7.3,16.7,921.0,22.55,4.9,3.2,0
Auto,3.5,30.5,702.0,38.3,4.4,4.0,3
Auto,12.2,25.4,115.0,18.54,4.1,4.2,2
Premier Sedan,10.9,24.8,215.0,40.16,4.1,4.0,3
Go Sedan,10.2,35.9,449.0,26.12,3.0,4.7,0
Uber XL,12.2,19.7,236.0,23.67,4.2,4.3,4
Bike,12.8,24.1,882.0,42.36,4.4,4.2,4
Premier Sedan,14.0,19.1,482.0,37.64,4.3,4.6,4
Go Sedan,10.2,17.4,2075.0,34.53,3.4,5.0,4
Go Mini,11.5,44.1,1066.0,22.61,4.2,5.0,0
Bike,10.1,32.3,699.0,26.58,4.8,4.9,3
Go Mini,5.0,26.6,508.0,45.24,3.3,3.9,0
Bike,9.8,39.3,163.0,18.29,4.3,4.5,0
Uber XL,3.4,37.1,802.0,33.82,4.8,4.1,1
Go Sedan,8.3,19.6,306.0,36.8,3.9,4.8,3
Go Mini,3.7,44.9,649.0,10.52,4.6,4.9,3
Auto,2.6,35.5,89.0,31.87,4.2,4.3,0
Go Mini,14.0,41.0,55.0,23.19,4.3,4.9,0
Bike,5.7,28.1,72.0,12.98,4.6,4.1,0
Premier Sedan,4.9,22.7,133.0,35.07,4.2,4.2,0
Go Sedan,11.8,23.0,988.0,3.2,4.2,5.0,0
Auto,2.6,23.3,167.0,27.65,4.3,4.3,4
Uber XL,15.0,18.0,438.0,18.12,4.6,4.3,2
eBike,9.8,40.9,391.0,17.34,3.9,4.6,3
Go Mini,10.4,15.0,615.0,16.22,4.5,4.6,3
Go Mini,8.8,34.6,654.0,41.75,5.0,4.9,3
Premier Sedan,14.5,19.3,278.0,35.73,4.5,4.7,3
Go Sedan,11.6,24.2,77.0,46.26,4.8,4.9,0
Go Mini,5.6,35.7,492.0,6.48,4.7,4.4,2
Premier Sedan,8.8,43.0,288.0,32.36,4.1,3.7,0
Auto,6.5,22.0,79.0,14.36,4.3,5.0,0
Bike,10.4,37.3,310.0,45.28,3.9,4.6,0
Auto,2.7,43.7,754.0,15.72,4.3,4.1,3
Bike,4.4,24.8,576.0,40.09,4.1,4.5,0
Auto,12.1,18.4,789.0,8.94,3.8,4.6,2
Go Sedan,8.3,31.4,678.0,42.4,3.9,4.6,2
Go Mini,14.7,30.8,154.0,44.2,5.0,4.6,1
Go Mini,6.5,39.6,50.0,40.16,3.9,4.6,0
Go Mini,9.7,44.4,129.0,22.38,4.2,4.2,3
Go Sedan,4.5,34.8,656.0,19.17,4.6,4.7,0
Auto,3.1,37.6,139.0,9.82,4.6,4.7,3
Premier Sedan,6.6,20.5,1413.0,16.33,4.3,4.9,3
Bike,11.1,22.0,568.0,6.68,3.8,5.0,3
Go Sedan,12.1,25.7,438.0,46.52,4.5,4.4,4
Auto,12.1,16.1,224.0,30.05,4.1,4.3,3
Premier Sedan,13.4,43.8,725.0,33.02,4.6,4.9,0
Auto,5.5,32.4,181.0,5.59,4.3,4.4,3
Go Sedan,5.7,42.4,983.0,22.35,4.5,4.8,3
Go Sedan,9.4,29.9,386.0,11.22,4.2,4.3,0
Bike,9.7,30.5,871.0,27.12,4.3,4.4,0
Uber XL,13.5,26.4,419.0,29.43,3.2,4.2,0
Go Mini,9.7,21.8,475.0,46.79,4.6,4.4,3
Premier Sedan,8.2,33.8,201.0,4.78,4.3,4.7,0
Go Sedan,11.9,32.3,353.0,33.99,4.4,4.5,3
Auto,7.5,22.3,528.0,32.62,4.9,4.3,4
Auto,14.3,34.7,653.0,39.81,4.6,4.7,4
Go Mini,6.5,19.8,458.0,42.37,4.8,4.3,3
Go Sedan,8.2,38.2,316.0,43.67,4.0,5.0,1
Go Mini,8.5,23.9,767.0,45.97,4.0,4.6,3
Go Sedan,8.1,40.1,578.0,30.99,4.9,3.9,2
Go Sedan,9.1,26.4,364.0,39.84,4.8,5.0,1
eBike,10.8,36.7,120.0,31.31,3.7,4.2,0
Premier Sedan,7.5,27.5,337.0,32.1,4.2,4.9,0
eBike,2.1,42.1,425.0,19.84,4.6,4.4,3
Go Sedan,14.6,26.2,439.0,39.61,4.0,4.2,3
Bike,8.5,33.9,213.0,47.81,4.9,4.0,3
eBike,7.1,33.0,375.0,7.37,4.4,4.3,1
Uber XL,2.3,23.6,499.0,38.45,4.2,4.4,3
Premier Sedan,5.1,39.9,450.0,28.8,3.2,4.6,0
Premier Sedan,14.7,36.8,163.0,39.76,3.3,4.3,3
Go Sedan,11.5,24.8,243.0,31.09,4.3,4.2,4
Auto,8.5,31.4,482.0,17.99,4.6,4.5,1
Bike,7.5,37.6,379.0,13.74,4.2,4.6,3
Premier Sedan,9.2,35.9,305.0,14.61,4.9,4.4,0
Premier Sedan,6.7,41.2,373.0,49.31,4.6,4.1,1
Go Mini,14.4,43.4,93.0,16.13,4.3,4.7,0
Go Mini,12.2,21.7,494.0,22.07,3.1,4.3,4
Go Sedan,6.8,42.9,515.0,15.43,4.3,4.7,1
Go Sedan,13.3,45.0,459.0,39.85,4.7,5.0,3
Premier Sedan,12.7,18.9,322.0,19.45,3.8,4.1,0
Go Sedan,6.8,24.8,1220.0,39.34,4.2,4.9,1
Auto,4.9,35.9,231.0,25.53,4.6,4.8,3
Auto,3.9,16.2,193.0,38.73,4.1,3.9,3
Auto,11.7,19.5,101.0,5.56,4.0,4.3,1
Bike,2.5,32.5,1576.0,40.15,4.5,4.9,3
Auto,11.5,16.1,290.0,9.05,4.0,4.3,3
Premier Sedan,8.6,36.9,528.0,36.86,4.3,4.7,3
Go Mini,13.2,32.0,449.0,2.27,4.3,3.9,3
Premier Sedan,10.7,25.9,94.0,37.05,4.2,4.3,3
Auto,3.4,43.8,1174.0,24.1,4.3,4.3,0
Go Mini,6.9,22.5,252.0,26.1,4.2,4.2,3
Bike,7.7,30.1,192.0,30.51,3.8,4.5,0
Go Mini,10.0,40.4,68.0,6.0,4.9,3.7,3
Go Mini,4.6,43.6,475.0,16.57,4.4,4.3,3
Auto,14.8,19.4,268.0,17.84,4.3,4.6,4
Auto,3.1,41.2,435.0,39.76,3.1,5.0,3
Go Mini,6.1,25.2,884.0,15.24,4.0,4.4,3
Bike,13.8,44.0,112.0,37.84,4.2,4.7,3
Go Sedan,12.2,15.3,714.0,26.32,4.5,4.8,1
Go Sedan,11.4,36.8,506.0,17.23,4.2,4.2,0
Go Mini,8.4,29.3,895.0,5.93,4.6,4.6,0
Premier Sedan,12.9,27.1,931.0,17.92,4.4,4.2,3
Go Mini,7.7,32.3,585.0,36.84,4.3,5.0,0
Bike,2.6,37.6,247.0,27.82,4.1,4.4,3
Bike,9.4,32.4,389.0,23.7,4.2,4.9,4
Premier Sedan,9.0,27.3,598.0,35.07,4.3,4.6,1
Uber XL,9.1,38.4,278.0,10.65,4.9,4.3,3
Premier Sedan,9.8,18.8,112.0,10.05,4.9,3.8,0
Auto,2.6,31.4,239.0,44.97,3.8,4.3,3
Go Mini,2.6,25.8,442.0,36.43,4.4,4.1,0
Premier Sedan,9.8,21.1,581.0,17.01,4.9,4.9,3
Go Mini,13.7,44.6,1261.0,22.67,3.1,4.6,3
Go Mini,13.2,28.1,123.0,2.08,4.4,4.2,3
Auto,2.7,33.9,495.0,38.33,4.3,4.5,3
Bike,13.8,44.0,297.0,6.76,4.9,5.0,1
Bike,7.2,37.2,871.0,48.66,4.3,4.5,3
Premier Sedan,14.3,44.6,1283.0,25.5,4.2,4.6,2
eBike,5.8,15.9,924.0,28.28,4.6,4.7,3
Go Sedan,2.6,30.2,381.0,8.26,5.0,4.8,2
Auto,7.8,36.4,1871.0,24.93,4.2,4.9,0
Go Sedan,12.8,29.9,739.0,18.13,4.2,5.0,0
eBike,3.5,39.0,441.0,30.25,4.9,4.9,3
Go Mini,9.5,23.9,166.0,43.18,5.0,4.2,3
eBike,8.5,32.2,197.0,18.01,4.5,4.3,4
eBike,9.0,28.6,188.0,46.51,3.6,4.9,4
Premier Sedan,5.4,27.3,238.0,4.37,4.0,4.2,0
Auto,6.0,34.5,721.0,20.8,4.7,4.3,3
Go Mini,13.8,31.4,348.0,49.81,3.9,4.9,3
Bike,4.4,17.7,235.0,26.27,4.5,4.4,2
Auto,6.0,15.9,236.0,17.45,4.2,4.9,3
Bike,6.5,35.9,722.0,47.45,4.2,4.1,3
Go Mini,12.5,32.5,709.0,30.16,4.6,4.1,3
Auto,13.8,39.9,62.0,48.97,4.2,4.9,3
Go Sedan,4.7,34.1,521.0,21.42,4.6,3.0,3
Go Mini,14.9,34.4,416.0,26.27,4.1,4.4,3
Auto,13.6,39.5,339.0,6.65,4.1,3.8,0
Auto,3.1,21.5,408.0,27.05,4.1,4.6,1
Go Mini,3.1,32.8,440.0,22.1,4.1,4.8,3
Go Sedan,7.4,18.8,318.0,31.46,4.8,5.0,4
Bike,14.5,40.5,304.0,5.92,4.2,4.9,3
Auto,6.9,18.0,461.0,11.08,4.3,4.3,0
Auto,15.0,17.7,589.0,26.42,4.3,4.2,4
Go Mini,7.6,17.9,218.0,17.05,4.0,3.8,0
Go Mini,13.8,19.2,1259.0,20.2,3.4,4.7,4
Auto,2.1,30.6,231.0,17.42,4.6,4.6,0
Auto,14.5,29.8,871.0,14.95,3.1,4.9,3
Go Sedan,8.8,38.5,720.0,32.39,4.3,4.2,0
Go Mini,12.2,25.9,322.0,8.43,4.7,4.7,3
Bike,8.8,42.7,901.0,43.98,4.2,4.7,4
Go Sedan,3.9,23.6,436.0,40.79,4.7,4.9,3
Premier Sedan,12.6,37.3,295.0,47.16,4.4,4.7,3
Auto,13.9,41.3,504.0,30.67,3.8,3.8,0
Bike,12.7,28.2,253.0,19.43,4.2,4.2,4
Go Mini,12.2,42.2,739.0,47.02,4.5,3.1,0
Go Sedan,10.7,32.9,1124.0,17.16,4.0,3.6,1
Auto,7.9,19.5,489.0,16.76,4.3,3.6,2
Auto,13.7,15.5,719.0,16.76,4.2,4.3,0
Bike,9.0,24.5,2149.0,7.63,4.1,4.6,3
Auto,11.4,35.0,500.0,36.02,4.4,4.8,0
Premier Sedan,3.7,33.1,405.0,46.71,4.3,4.3,3
Bike,4.3,31.0,456.0,11.91,4.1,4.3,3
Go Mini,3.2,39.3,181.0,7.67,4.3,3.9,0
eBike,6.5,31.6,690.0,25.51,4.0,4.6,3
Go Sedan,12.1,28.5,98.0,35.35,4.4,4.2,3
eBike,10.8,33.5,1101.0,27.29,4.6,4.5,3
Bike,14.5,40.9,449.0,37.1,4.6,3.8,3
Bike,8.2,36.3,720.0,33.48,4.5,4.8,3
